city,county,latitude,longitude,categories,metrics
Southampton,Southampton,36.70813111111111,-77.12052888888888,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""7%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""5,980:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""12%""}, {""label"": ""Adult Obesity %"", ""value"": ""38%""}, {""label"": ""Physical Inactivity %"", ""value"": ""25%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""12%""}, {""label"": ""Unemployment %"", ""value"": ""2.8%""}, {""label"": ""Children in Poverty %"", ""value"": ""18""}, {""label"": ""Life Expectancy"", ""value"": ""75.8""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""7%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""5,980:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""12%""}, {""label"": ""Adult Obesity %"", ""value"": ""38%""}, {""label"": ""Physical Inactivity %"", ""value"": ""25%""}, {""label"": ""Food Insecurity %"", ""value"": ""12%""}, {""label"": ""Unemployment %"", ""value"": ""2.8%""}, {""label"": ""Children in Poverty %"", ""value"": ""18""}, {""label"": ""Life Expectancy"", ""value"": ""75.8""}]"
Spotsylvania,Spotsylvania,38.205674,-77.60735,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""9%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""2,160:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""11%""}, {""label"": ""Adult Obesity %"", ""value"": ""40%""}, {""label"": ""Physical Inactivity %"", ""value"": ""24%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""9%""}, {""label"": ""Unemployment %"", ""value"": ""2.8%""}, {""label"": ""Children in Poverty %"", ""value"": ""9""}, {""label"": ""Life Expectancy"", ""value"": ""78.3""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""9%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""2,160:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""11%""}, {""label"": ""Adult Obesity %"", ""value"": ""40%""}, {""label"": ""Physical Inactivity %"", ""value"": ""24%""}, {""label"": ""Food Insecurity %"", ""value"": ""9%""}, {""label"": ""Unemployment %"", ""value"": ""2.8%""}, {""label"": ""Children in Poverty %"", ""value"": ""9""}, {""label"": ""Life Expectancy"", ""value"": ""78.3""}]"
Stafford,Stafford,38.431254,-77.453046,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""7%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""4,300:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""10%""}, {""label"": ""Adult Obesity %"", ""value"": ""35%""}, {""label"": ""Physical Inactivity %"", ""value"": ""22%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""8%""}, {""label"": ""Unemployment %"", ""value"": ""2.7%""}, {""label"": ""Children in Poverty %"", ""value"": ""7""}, {""label"": ""Life Expectancy"", ""value"": ""79.3""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""7%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""4,300:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""10%""}, {""label"": ""Adult Obesity %"", ""value"": ""35%""}, {""label"": ""Physical Inactivity %"", ""value"": ""22%""}, {""label"": ""Food Insecurity %"", ""value"": ""8%""}, {""label"": ""Unemployment %"", ""value"": ""2.7%""}, {""label"": ""Children in Poverty %"", ""value"": ""7""}, {""label"": ""Life Expectancy"", ""value"": ""79.3""}]"
Suffolk,Suffolk,36.77563,-76.58894571428571,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""8%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""1,190:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""12%""}, {""label"": ""Adult Obesity %"", ""value"": ""42%""}, {""label"": ""Physical Inactivity %"", ""value"": ""25%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""11%""}, {""label"": ""Unemployment %"", ""value"": ""3.0%""}, {""label"": ""Children in Poverty %"", ""value"": ""15""}, {""label"": ""Life Expectancy"", ""value"": ""76.1""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""8%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""1,190:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""12%""}, {""label"": ""Adult Obesity %"", ""value"": ""42%""}, {""label"": ""Physical Inactivity %"", ""value"": ""25%""}, {""label"": ""Food Insecurity %"", ""value"": ""11%""}, {""label"": ""Unemployment %"", ""value"": ""3.0%""}, {""label"": ""Children in Poverty %"", ""value"": ""15""}, {""label"": ""Life Expectancy"", ""value"": ""76.1""}]"
Surry,Surry,37.13892,-76.890578,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""8%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""3,260:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""12%""}, {""label"": ""Adult Obesity %"", ""value"": ""40%""}, {""label"": ""Physical Inactivity %"", ""value"": ""27%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""12%""}, {""label"": ""Unemployment %"", ""value"": ""2.9%""}, {""label"": ""Children in Poverty %"", ""value"": ""20""}, {""label"": ""Life Expectancy"", ""value"": ""76.4""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""8%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""3,260:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""12%""}, {""label"": ""Adult Obesity %"", ""value"": ""40%""}, {""label"": ""Physical Inactivity %"", ""value"": ""27%""}, {""label"": ""Food Insecurity %"", ""value"": ""12%""}, {""label"": ""Unemployment %"", ""value"": ""2.9%""}, {""label"": ""Children in Poverty %"", ""value"": ""20""}, {""label"": ""Life Expectancy"", ""value"": ""76.4""}]"
Sussex,Sussex,36.92953714285714,-77.25224857142858,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""8%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""3,560:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""14%""}, {""label"": ""Adult Obesity %"", ""value"": ""46%""}, {""label"": ""Physical Inactivity %"", ""value"": ""30%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""13%""}, {""label"": ""Unemployment %"", ""value"": ""3.6%""}, {""label"": ""Children in Poverty %"", ""value"": ""28""}, {""label"": ""Life Expectancy"", ""value"": ""71.7""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""8%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""3,560:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""14%""}, {""label"": ""Adult Obesity %"", ""value"": ""46%""}, {""label"": ""Physical Inactivity %"", ""value"": ""30%""}, {""label"": ""Food Insecurity %"", ""value"": ""13%""}, {""label"": ""Unemployment %"", ""value"": ""3.6%""}, {""label"": ""Children in Poverty %"", ""value"": ""28""}, {""label"": ""Life Expectancy"", ""value"": ""71.7""}]"
Tazewell,Tazewell,37.145716,-81.577354,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""10%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""2,340:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""12%""}, {""label"": ""Adult Obesity %"", ""value"": ""41%""}, {""label"": ""Physical Inactivity %"", ""value"": ""29%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""18%""}, {""label"": ""Unemployment %"", ""value"": ""4.2%""}, {""label"": ""Children in Poverty %"", ""value"": ""27""}, {""label"": ""Life Expectancy"", ""value"": ""70.2""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""10%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""2,340:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""12%""}, {""label"": ""Adult Obesity %"", ""value"": ""41%""}, {""label"": ""Physical Inactivity %"", ""value"": ""29%""}, {""label"": ""Food Insecurity %"", ""value"": ""18%""}, {""label"": ""Unemployment %"", ""value"": ""4.2%""}, {""label"": ""Children in Poverty %"", ""value"": ""27""}, {""label"": ""Life Expectancy"", ""value"": ""70.2""}]"
Virginia Beach,Virginia Beach,36.809734166666665,-76.07419916666667,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""8%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""1,360:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""11%""}, {""label"": ""Adult Obesity %"", ""value"": ""37%""}, {""label"": ""Physical Inactivity %"", ""value"": ""22%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""11%""}, {""label"": ""Unemployment %"", ""value"": ""2.7%""}, {""label"": ""Children in Poverty %"", ""value"": ""11""}, {""label"": ""Life Expectancy"", ""value"": ""78.8""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""8%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""1,360:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""11%""}, {""label"": ""Adult Obesity %"", ""value"": ""37%""}, {""label"": ""Physical Inactivity %"", ""value"": ""22%""}, {""label"": ""Food Insecurity %"", ""value"": ""11%""}, {""label"": ""Unemployment %"", ""value"": ""2.7%""}, {""label"": ""Children in Poverty %"", ""value"": ""11""}, {""label"": ""Life Expectancy"", ""value"": ""78.8""}]"
Warren,Warren,38.887480000000004,-78.17564,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""10%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""2,300:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""11%""}, {""label"": ""Adult Obesity %"", ""value"": ""38%""}, {""label"": ""Physical Inactivity %"", ""value"": ""25%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""13%""}, {""label"": ""Unemployment %"", ""value"": ""2.7%""}, {""label"": ""Children in Poverty %"", ""value"": ""10""}, {""label"": ""Life Expectancy"", ""value"": ""75.0""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""10%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""2,300:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""11%""}, {""label"": ""Adult Obesity %"", ""value"": ""38%""}, {""label"": ""Physical Inactivity %"", ""value"": ""25%""}, {""label"": ""Food Insecurity %"", ""value"": ""13%""}, {""label"": ""Unemployment %"", ""value"": ""2.7%""}, {""label"": ""Children in Poverty %"", ""value"": ""10""}, {""label"": ""Life Expectancy"", ""value"": ""75.0""}]"
Washington,Washington,36.7188725,-81.95155875,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""9%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""1,100:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""10%""}, {""label"": ""Adult Obesity %"", ""value"": ""38%""}, {""label"": ""Physical Inactivity %"", ""value"": ""25%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""14%""}, {""label"": ""Unemployment %"", ""value"": ""3.1%""}, {""label"": ""Children in Poverty %"", ""value"": ""16""}, {""label"": ""Life Expectancy"", ""value"": ""74.3""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""9%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""1,100:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""10%""}, {""label"": ""Adult Obesity %"", ""value"": ""38%""}, {""label"": ""Physical Inactivity %"", ""value"": ""25%""}, {""label"": ""Food Insecurity %"", ""value"": ""14%""}, {""label"": ""Unemployment %"", ""value"": ""3.1%""}, {""label"": ""Children in Poverty %"", ""value"": ""16""}, {""label"": ""Life Expectancy"", ""value"": ""74.3""}]"
Westmoreland,Westmoreland,38.084841999999995,-76.74379400000001,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""12%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""4,680:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""13%""}, {""label"": ""Adult Obesity %"", ""value"": ""41%""}, {""label"": ""Physical Inactivity %"", ""value"": ""30%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""13%""}, {""label"": ""Unemployment %"", ""value"": ""4.2%""}, {""label"": ""Children in Poverty %"", ""value"": ""21""}, {""label"": ""Life Expectancy"", ""value"": ""74.8""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""12%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""4,680:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""13%""}, {""label"": ""Adult Obesity %"", ""value"": ""41%""}, {""label"": ""Physical Inactivity %"", ""value"": ""30%""}, {""label"": ""Food Insecurity %"", ""value"": ""13%""}, {""label"": ""Unemployment %"", ""value"": ""4.2%""}, {""label"": ""Children in Poverty %"", ""value"": ""21""}, {""label"": ""Life Expectancy"", ""value"": ""74.8""}]"
Winchester,Winchester,39.1743,-78.1743,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""12%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""370:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""13%""}, {""label"": ""Adult Obesity %"", ""value"": ""38%""}, {""label"": ""Physical Inactivity %"", ""value"": ""29%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""17%""}, {""label"": ""Unemployment %"", ""value"": ""2.9%""}, {""label"": ""Children in Poverty %"", ""value"": ""22""}, {""label"": ""Life Expectancy"", ""value"": ""75.4""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""12%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""370:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""13%""}, {""label"": ""Adult Obesity %"", ""value"": ""38%""}, {""label"": ""Physical Inactivity %"", ""value"": ""29%""}, {""label"": ""Food Insecurity %"", ""value"": ""17%""}, {""label"": ""Unemployment %"", ""value"": ""2.9%""}, {""label"": ""Children in Poverty %"", ""value"": ""22""}, {""label"": ""Life Expectancy"", ""value"": ""75.4""}]"
Wise,Wise,36.954805,-82.61576625000001,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""10%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""2,530:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""13%""}, {""label"": ""Adult Obesity %"", ""value"": ""44%""}, {""label"": ""Physical Inactivity %"", ""value"": ""30%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""18%""}, {""label"": ""Unemployment %"", ""value"": ""3.8%""}, {""label"": ""Children in Poverty %"", ""value"": ""20""}, {""label"": ""Life Expectancy"", ""value"": ""71.1""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""10%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""2,530:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""13%""}, {""label"": ""Adult Obesity %"", ""value"": ""44%""}, {""label"": ""Physical Inactivity %"", ""value"": ""30%""}, {""label"": ""Food Insecurity %"", ""value"": ""18%""}, {""label"": ""Unemployment %"", ""value"": ""3.8%""}, {""label"": ""Children in Poverty %"", ""value"": ""20""}, {""label"": ""Life Expectancy"", ""value"": ""71.1""}]"
Wythe,Wythe,36.87154625,-81.08068125,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""9%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""2,160:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""11%""}, {""label"": ""Adult Obesity %"", ""value"": ""38%""}, {""label"": ""Physical Inactivity %"", ""value"": ""26%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""16%""}, {""label"": ""Unemployment %"", ""value"": ""3.0%""}, {""label"": ""Children in Poverty %"", ""value"": ""19""}, {""label"": ""Life Expectancy"", ""value"": ""72.6""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""9%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""2,160:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""11%""}, {""label"": ""Adult Obesity %"", ""value"": ""38%""}, {""label"": ""Physical Inactivity %"", ""value"": ""26%""}, {""label"": ""Food Insecurity %"", ""value"": ""16%""}, {""label"": ""Unemployment %"", ""value"": ""3.0%""}, {""label"": ""Children in Poverty %"", ""value"": ""19""}, {""label"": ""Life Expectancy"", ""value"": ""72.6""}]"
York,York,37.19552,-76.48581,"{""Healthcare Access"": [{""label"": ""Uninsured Adults %"", ""value"": ""6%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""890:1""}], ""Chronic Disease Burden"": [{""label"": ""Diabetes Prevalence %"", ""value"": ""9%""}, {""label"": ""Adult Obesity %"", ""value"": ""32%""}, {""label"": ""Physical Inactivity %"", ""value"": ""18%""}], ""Social Determinants of Health"": [{""label"": ""Food Insecurity %"", ""value"": ""10%""}, {""label"": ""Unemployment %"", ""value"": ""2.7%""}, {""label"": ""Children in Poverty %"", ""value"": ""7""}, {""label"": ""Life Expectancy"", ""value"": ""81.2""}]}","[{""label"": ""Uninsured Adults %"", ""value"": ""6%""}, {""label"": ""Primary Care Physicians Ratio"", ""value"": ""890:1""}, {""label"": ""Diabetes Prevalence %"", ""value"": ""9%""}, {""label"": ""Adult Obesity %"", ""value"": ""32%""}, {""label"": ""Physical Inactivity %"", ""value"": ""18%""}, {""label"": ""Food Insecurity %"", ""value"": ""10%""}, {""label"": ""Unemployment %"", ""value"": ""2.7%""}, {""label"": ""Children in Poverty %"", ""value"": ""7""}, {""label"": ""Life Expectancy"", ""value"": ""81.2""}]"
